
<html>
 <head>
  <title>California Weather Data: Comma-delimited data file--UC IPM</title>
 </head>
 <body>
 <pre>
"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve <a href=#COLHDR>data in comma delimited data file format</a>"
" "
"Weather database request:  "
" "
"Time Period: March 1, 1998 to August 16, 2020, retrieved on August 17, 2020"
" (8205 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 96% of requested data were available from station SJ_VALLEY.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation         7504          610            5           86            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Air Temps, max/min    7890          216           23           76            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Soil Temps, max/min   7897            0            0            0          308        "
"                     SJ_VALLEY.A  none         none         none         "
"Rel. Humidity         7841            0            0            0          364        "
"                     SJ_VALLEY.A  none         none         none         "
"ETo                   7969            0            0            0          236        "
"                     SJ_VALLEY.A  none         none         none         "
"Solar Radiation       7888          218            0           99            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   none         SANJOSE.A    "
"Wind Speed & Dir      7943            0            0            0          262        "
"                     SJ_VALLEY.A  none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
<a name=COLHDR>" "</a>
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
SJ_VALLEY.A,20110416,2359,0.04,,76,52,,,NW,3,,,65,60,,540,0.17,91.5,57.9,
SJ_VALLEY.A,20110417,2359,0.03,,72,52,,,NW,3,,,66,62,,513,0.16,91.9,63.8,
SJ_VALLEY.A,20110418,2359,0.01,,65,52,,,W,5,,,64,62,,433,0.13,92.8,63.3,
SJ_VALLEY.A,20110419,2359,0.06,,68,46,,,NW,4,,,65,62,,442,0.13,95.1,65.5,
SJ_VALLEY.A,20110420,2359,0.00,,68,55,,,NW,5,,,64,61,,428,0.11,90.8,66.6,
SJ_VALLEY.A,20110421,2359,0.11,,62,42,,,W,6,,,64,61,,482,0.14,91.6,60.5,
SJ_VALLEY.A,20110422,2359,0.00,,63,38,,,NW,4,,,62,59,,384,0.11,93.5,61.3,
SJ_VALLEY.A,20110423,2359,0.00,,67,41,,,W,5,,,62,58,,525,0.16,90.2,44.0,
SJ_VALLEY.A,20110424,2359,0.00,,63,46,,,W,6,,,63,61,,431,0.13,91.0,66.4,
SJ_VALLEY.A,20110425,2359,0.00,,65,45,,,W,4,,,63,60,,353,0.10,91.9,68.5,
SJ_VALLEY.A,20110426,2359,0.00,,67,37,,,W,4,,,64,59,,626,0.19,91.6,45.3,
SJ_VALLEY.A,20110427,2359,0.03,,70,39,,,NW,3,,,65,59,,630,0.20,91.0,35.8,
SJ_VALLEY.A,20110428,2359,0.07,,68,41,,,W,5,,,65,60,,624,0.20,89.8,49.1,
SJ_VALLEY.A,20110429,2359,0.05,,67,39,,,NW,6,,,64,60,,660,0.23,88.4,23.6,
SJ_VALLEY.A,20110430,2359,0.06,,73,38,,,W,3,,,64,59,,653,0.21,84.5,26.4,
SJ_VALLEY.A,20110501,2359,0.00,,79,36,,,W,3,,,65,59,,644,0.22,89.6,25.0,
SJ_VALLEY.A,20110502,2359,0.00,,79,39,,,W,4,,,65,60,,646,0.23,84.4,23.9,
SJ_VALLEY.A,20110503,2359,0.00,,76,42,,,NW,3,,,66,61,,641,0.21,87.2,33.0,
SJ_VALLEY.A,20110504,2359,0.00,,90,44,,,SE,3,,,68,62,,638,0.22,92.3,22.2,
SJ_VALLEY.A,20110505,2359,0.00,,86,48,,,NW,4,,,69,63,,641,0.25,89.8,29.7,
SJ_VALLEY.A,20110506,2359,0.00,,72,44,,,W,5,,,68,63,,640,0.21,91.5,44.1,
SJ_VALLEY.A,20110507,2359,0.00,,65,41,,,W,7,,,66,62,,614,0.19,92.5,60.0,
SJ_VALLEY.A,20110508,2359,0.00,,60,47,,,W,9,,,65,62,,434,0.14,84.0,61.0,
SJ_VALLEY.A,20110509,2359,0.07,,63,42,,,W,5,,,64,60,,580,0.18,92.2,54.4,
SJ_VALLEY.A,20110510,2359,0.00,,70,37,,,NW,4,,,65,59,,653,0.20,93.1,47.3,
SJ_VALLEY.A,20110511,2359,0.00,,63,42,,,NW,5,,,64,61,,531,0.16,93.0,60.2,
SJ_VALLEY.A,20110512,2359,0.00,,77,44,,,NW,3,,,67,61,,644,0.20,93.2,42.1,
SJ_VALLEY.A,20110513,2359,0.00,,71,44,,,W,5,,,67,62,,649,0.22,89.2,32.0,
SJ_VALLEY.A,20110514,2359,0.17,,62,44,,,W,6,,,65,62,,441,0.14,91.3,51.1,
SJ_VALLEY.A,20110515,2359,0.18,,59,41,,,W,5,,,63,60,,492,0.14,88.2,52.8,
SJ_VALLEY.A,20110516,2359,0.10,,60,42,,,NE,3,,,61,59,,284,0.07,90.6,54.7,
SJ_VALLEY.A,20110517,2359,0.15,,60,46,,,W,5,,,61,59,,298,0.08,92.7,68.5,
SJ_VALLEY.A,20110518,2359,0.05,,63,45,,,SW,8,,,62,59,,441,0.13,90.5,64.0,
SJ_VALLEY.A,20110519,2359,0.00,,73,42,,,NW,4,,,65,59,,653,0.20,93.3,48.5,
SJ_VALLEY.A,20110520,2359,0.00,,70,45,,,NW,4,,,66,61,,614,0.19,93.5,54.1,
SJ_VALLEY.A,20110521,2359,0.00,,69,45,,,SW,5,,,67,62,,657,0.21,93.7,55.8,
SJ_VALLEY.A,20110522,2359,0.00,,61,46,,,SW,7,,,66,63,,567,0.17,92.1,65.3,
SJ_VALLEY.A,20110523,2359,0.00,,61,42,,,SW,8,,,65,62,,556,0.17,90.0,62.3,
SJ_VALLEY.A,20110524,2359,0.00,,69,40,,,W,5,,,66,61,,671,0.21,92.4,45.6,
SJ_VALLEY.A,20110525,2359,0.00,,68,39,,,W,5,,,65,61,,522,0.15,92.0,45.8,
SJ_VALLEY.A,20110526,2359,0.00,,68,43,,,W,4,,,67,61,,661,0.20,93.1,51.5,
SJ_VALLEY.A,20110527,2359,0.00,,69,43,,,W,5,,,67,62,,656,0.21,92.1,55.9,
SJ_VALLEY.A,20110528,2359,0.00,,66,45,,,W,6,,,67,63,,596,0.19,92.5,49.0,
SJ_VALLEY.A,20110529,2359,0.00,,65,44,,,W,7,,,68,63,,672,0.21,90.3,48.0,
SJ_VALLEY.A,20110530,2359,0.00,,65,43,,,W,6,,,67,63,,536,0.17,91.1,49.0,
SJ_VALLEY.A,20110531,2359,0.00,,68,43,,,W,6,,,66,62,,549,0.18,88.2,51.9,
SJ_VALLEY.A,20110601,2359,0.00,,63,47,,,W,7,,,67,63,,533,0.17,87.2,54.4,
SJ_VALLEY.A,20110602,2359,0.00,,66,40,,,W,5,,,67,62,,692,0.21,91.8,49.4,
SJ_VALLEY.A,20110603,2359,0.00,,65,44,,,NW,4,,,65,62,,327,0.09,90.9,60.9,
SJ_VALLEY.A,20110604,2359,0.00,,69,52,,,SE,5,,,64,62,,362,0.11,91.9,62.1,
SJ_VALLEY.A,20110605,2359,0.00,,70,54,,,W,5,,,65,63,,377,0.13,90.6,46.1,
SJ_VALLEY.A,20110606,2359,0.00,,68,50,,,W,6,,,69,63,,660,0.22,88.0,51.4,
SJ_VALLEY.A,20110607,2359,0.00,,72,48,,,W,5,,,70,64,,615,0.20,92.3,53.3,
SJ_VALLEY.A,20110608,2359,0.00,,68,47,,,NW,6,,,70,65,,646,0.21,93.4,59.0,
SJ_VALLEY.A,20110609,2359,0.00,,71,45,,,NW,5,,,70,64,,605,0.19,93.2,56.9,
SJ_VALLEY.A,20110610,2359,0.00,,68,48,,,W,5,,,70,65,,597,0.19,93.0,59.2,
SJ_VALLEY.A,20110611,2359,0.00,,64,47,,,SW,7,,,70,65,,603,0.18,92.1,68.4,
SJ_VALLEY.A,20110612,2359,0.00,,74,50,,,NW,4,,,72,66,,586,0.19,90.9,55.8,
SJ_VALLEY.A,20110613,2359,0.00,,80,47,,,NW,4,,,73,66,,672,0.23,93.8,52.9,
SJ_VALLEY.A,20110614,2359,0.00,,87,48,,,NW,4,,,73,63,,683,0.25,94.2,40.0,
SJ_VALLEY.A,20110615,2359,0.00,,85,50,,,NW,5,,,73,66,,684,0.26,94.1,40.5,
SJ_VALLEY.A,20110616,2359,0.00,,71,47,,,W,5,,,74,66,,652,0.21,93.2,52.5,
SJ_VALLEY.A,20110617,2359,0.00,,66,44,,,NW,6,,,72,64,,630,0.20,92.8,64.4,
SJ_VALLEY.A,20110618,2359,0.00,,73,50,,,NW,5,,,73,64,,609,0.20,91.6,56.7,
SJ_VALLEY.A,20110619,2359,0.00,,83,50,,,NW,4,,,75,65,,657,0.24,92.8,40.4,
SJ_VALLEY.A,20110620,2359,0.00,,87,50,,,NW,5,,,76,66,,679,0.26,92.9,35.7,
SJ_VALLEY.A,20110621,2359,0.00,,89,52,,,NW,5,,,76,67,,679,0.27,93.6,43.5,
SJ_VALLEY.A,20110622,2359,0.00,,81,50,,,NW,5,,,76,67,,675,0.24,94.4,48.2,
SJ_VALLEY.A,20110623,2359,0.00,,80,49,,,NW,5,,,76,67,,648,0.23,94.3,38.8,
SJ_VALLEY.A,20110624,2359,0.00,,74,45,,,NW,5,,,74,66,,678,0.22,93.6,54.6,
SJ_VALLEY.A,20110625,2359,0.00,,68,44,,,NW,5,,,73,65,,640,0.20,93.4,62.2,
SJ_VALLEY.A,20110626,2359,0.00,,76,45,,,NW,4,,,75,64,,640,0.22,93.6,44.9,
SJ_VALLEY.A,20110627,2359,0.00,,77,47,,,NW,5,,,76,65,,678,0.23,93.5,44.9,
SJ_VALLEY.A,20110628,2359,0.00,,71,55,,,NW,8,,,71,68,,451,0.12,95.2,58.8,
SJ_VALLEY.A,20110629,2359,0.00,,69,51,,,W,6,,,75,65,,702,0.21,92.3,57.3,
SJ_VALLEY.A,20110630,2359,0.00,,79,48,,,NW,4,,,77,65,,786,0.26,95.5,45.2,
SJ_VALLEY.A,20110701,2359,0.00,,90,50,,,NW,4,,,78,67,,773,0.28,88.9,35.1,
SJ_VALLEY.A,20110702,2359,0.00,,85,54,,,NW,5,,,79,69,,773,0.28,92.2,42.3,
SJ_VALLEY.A,20110703,2359,0.00,,97,53,,,NW,4,,,81,69,,754,0.29,92.9,29.7,
SJ_VALLEY.A,20110704,2359,0.00,,82,50,,,NW,5,,,79,70,,771,0.28,93.4,42.4,
SJ_VALLEY.A,20110705,2359,0.00,,85,48,,,NW,5,,,78,67,,736,0.27,93.8,40.5,
SJ_VALLEY.A,20110706,2359,0.00,,86,54,,,NW,5,,,79,69,,707,0.28,93.0,36.8,
SJ_VALLEY.A,20110707,2359,0.00,,86,51,,,NW,5,,,78,69,,725,0.27,93.6,31.2,
SJ_VALLEY.A,20110708,2359,0.00,,78,50,,,NW,6,,,74,68,,740,0.25,94.1,49.7,
SJ_VALLEY.A,20110709,2359,0.00,,72,47,,,NW,5,,,72,69,,658,0.21,93.5,56.0,
SJ_VALLEY.A,20110710,2359,0.00,,75,47,,,NW,5,,,72,67,,696,0.22,93.7,53.6,
SJ_VALLEY.A,20110711,2359,0.00,,72,48,,,SE,5,,,72,67,,683,0.22,92.9,58.8,
SJ_VALLEY.A,20110712,2359,0.00,,72,51,,,NW,5,,,73,68,,681,0.22,92.0,58.6,
SJ_VALLEY.A,20110713,2359,0.00,,68,53,,,W,7,,,73,69,,658,0.21,91.5,64.6,
SJ_VALLEY.A,20110714,2359,0.00,,66,49,,,W,8,,,72,68,,696,0.22,90.4,62.3,
SJ_VALLEY.A,20110715,2359,0.00,,69,47,,,W,6,,,71,67,,644,0.21,92.3,62.4,
SJ_VALLEY.A,20110716,2359,0.07,,74,55,,,NW,5,,,72,68,,580,0.20,92.4,57.1,
SJ_VALLEY.A,20110717,2359,0.00,,75,52,,,NW,6,,,72,69,,573,0.20,92.1,60.2,
SJ_VALLEY.A,20110718,2359,0.00,,78,48,,,NW,6,,,72,68,,687,0.25,93.8,47.3,
SJ_VALLEY.A,20110719,2359,0.00,,81,55,,,NW,4,,,75,69,,666,0.24,93.6,47.6,
SJ_VALLEY.A,20110720,2359,0.00,,87,51,,,NW,5,,,75,70,,688,0.27,92.9,35.1,
SJ_VALLEY.A,20110721,2359,0.00,,75,50,,,NW,5,,,73,69,,641,0.22,93.7,52.0,
SJ_VALLEY.A,20110722,2359,0.00,,71,52,,,NW,6,,,72,69,,618,0.20,93.5,59.7,
SJ_VALLEY.A,20110723,2359,0.00,,71,52,,,NW,6,,,72,69,,573,0.19,93.0,65.6,
SJ_VALLEY.A,20110724,2359,0.00,,75,51,,,NW,6,,,72,68,,594,0.21,93.0,50.3,
SJ_VALLEY.A,20110725,2359,0.00,,79,50,,,NW,4,,,73,68,,610,0.21,92.9,47.1,
SJ_VALLEY.A,20110726,2359,0.00,,79,48,,,NW,5,,,72,68,,674,0.24,93.9,42.2,
SJ_VALLEY.A,20110727,2359,0.00,,76,52,,,NW,5,,,72,68,,634,0.22,94.1,49.9,
SJ_VALLEY.A,20110728,2359,0.00,,78,52,,,NW,6,,,72,68,,628,0.22,94.4,53.4,
SJ_VALLEY.A,20110729,2359,0.00,,73,53,,,NW,6,,,71,68,,592,0.20,94.5,61.4,
SJ_VALLEY.A,20110730,2359,0.00,,71,53,,,NW,7,,,71,68,,532,0.18,92.8,65.5,
SJ_VALLEY.A,20110731,2359,0.00,,71,51,,,NW,6,,,70,68,,499,0.16,92.1,68.6,
SJ_VALLEY.A,20110801,2359,0.00,,75,49,,,NW,5,,,70,66,,584,0.20,93.3,55.3,
SJ_VALLEY.A,20110802,2359,0.00,,76,47,,,NW,5,,,70,66,,661,0.22,92.7,46.9,
SJ_VALLEY.A,20110803,2359,0.00,,72,47,,,NW,5,,,70,66,,626,0.20,92.4,58.1,
SJ_VALLEY.A,20110804,2359,0.00,,76,52,,,NW,4,,,71,67,,602,0.20,92.7,57.1,
SJ_VALLEY.A,20110805,2359,0.00,,75,53,,,NW,5,,,71,68,,566,0.19,93.9,60.0,
SJ_VALLEY.A,20110806,2359,0.00,,72,53,,,NW,6,,,70,67,,569,0.19,93.2,67.1,
SJ_VALLEY.A,20110807,2359,0.00,,76,52,,,NW,4,,,71,67,,567,0.19,93.8,50.8,
SJ_VALLEY.A,20110808,2359,0.00,,78,49,,,NW,4,,,71,67,,572,0.20,94.3,45.6,
SJ_VALLEY.A,20110809,2359,0.00,,79,47,,,NW,5,,,70,67,,613,0.21,95.4,46.2,
SJ_VALLEY.A,20110810,2359,0.00,,69,51,,,NW,6,,,69,67,,588,0.18,94.3,67.7,
SJ_VALLEY.A,20110811,2359,0.00,,69,52,,,NW,6,,,69,66,,578,0.19,93.5,64.7,
SJ_VALLEY.A,20110812,2359,0.00,,74,51,,,NW,4,,,70,66,,541,0.17,94.2,53.6,
SJ_VALLEY.A,20110813,2359,0.00,,77,49,,,NW,5,,,70,66,,601,0.20,94.5,49.3,
SJ_VALLEY.A,20110814,2359,0.00,,85,48,,,NW,4,,,71,66,,626,0.23,93.7,32.2,
SJ_VALLEY.A,20110815,2359,0.00,,85,49,,,W,4,,,71,67,,633,0.24,92.3,30.2,
SJ_VALLEY.A,20110816,2359,0.00,,81,48,,,NW,5,,,70,67,,607,0.22,94.1,37.6,
SJ_VALLEY.A,20110817,2359,0.00,,80,47,,,NW,4,,,70,66,,589,0.21,94.5,41.5,
SJ_VALLEY.A,20110818,2359,0.00,,77,49,,,NW,5,,,70,66,,574,0.19,95.2,52.4,
SJ_VALLEY.A,20110819,2359,0.00,,72,49,,,SE,6,,,69,66,,566,0.18,93.9,62.0,
SJ_VALLEY.A,20110820,2359,0.00,,70,53,,,W,6,,,69,66,,511,0.17,90.5,60.7,
SJ_VALLEY.A,20110821,2359,0.00,,72,51,,,NW,5,,,69,66,,471,0.16,92.0,61.6,
SJ_VALLEY.A,20110822,2359,0.00,,79,52,,,NW,5,,,70,66,,522,0.18,93.5,45.0,
SJ_VALLEY.A,20110823,2359,0.00,,91,49,,,NW,4,,,71,66,,591,0.24,94.7,23.6,
SJ_VALLEY.A,20110824,2359,0.00,,85,52,,,NW,5,,,71,67,,582,0.23,94.1,34.8,
SJ_VALLEY.A,20110825,2359,0.00,,82,50,,,NW,5,,,71,67,,555,0.20,94.3,41.4,
SJ_VALLEY.A,20110826,2359,0.00,,79,52,,,NW,5,,,70,67,,519,0.18,95.6,52.6,
SJ_VALLEY.A,20110827,2359,0.00,,81,52,,,NW,5,,,70,67,,532,0.18,94.8,42.4,
SJ_VALLEY.A,20110828,2359,0.00,,84,49,,,NW,4,,,70,66,,558,0.20,96.8,31.6,
SJ_VALLEY.A,20110829,2359,0.00,,78,50,,,NW,4,,,70,66,,550,0.19,96.7,50.2,
SJ_VALLEY.A,20110830,2359,0.00,,72,48,,,SE,5,,,69,66,,532,0.17,93.8,59.5,
SJ_VALLEY.A,20110831,2359,0.00,,68,49,,,NW,6,,,68,65,,512,0.16,94.4,65.6,
SJ_VALLEY.A,20110901,2359,0.00,,79,51,,,NW,5,,,69,65,,491,0.17,93.8,52.6,
SJ_VALLEY.A,20110902,2359,0.00,,78,47,,,NW,5,,,68,64,,564,0.20,94.7,54.4,
SJ_VALLEY.A,20110903,2359,0.00,,73,50,,,NW,5,,,68,65,,517,0.17,94.9,59.3,
SJ_VALLEY.A,20110904,2359,0.00,,74,50,,,NW,5,,,68,65,,492,0.16,95.4,54.6,
SJ_VALLEY.A,20110905,2359,0.00,,80,51,,,NW,4,,,69,65,,483,0.16,93.9,50.6,
SJ_VALLEY.A,20110906,2359,0.00,,94,47,,,NW,3,,,70,64,,555,0.20,92.8,22.5,
SJ_VALLEY.A,20110907,2359,0.00,,93,52,,,NW,4,,,71,65,,539,0.22,91.1,22.5,
SJ_VALLEY.A,20110908,2359,0.00,,81,48,,,NW,5,,,69,66,,545,0.19,93.4,37.7,
SJ_VALLEY.A,20110909,2359,0.00,,81,47,,,NW,4,,,69,65,,497,0.17,95.1,49.9,
SJ_VALLEY.A,20110910,2359,0.00,,72,51,,,NW,6,,,68,65,,480,0.16,94.1,65.4,
SJ_VALLEY.A,20110911,2359,0.00,,71,55,,,W,6,,,68,65,,345,0.12,92.8,66.8,
SJ_VALLEY.A,20110912,2359,0.00,,80,53,,,NW,4,,,69,65,,496,0.18,91.6,49.2,
SJ_VALLEY.A,20110913,2359,0.00,,81,53,,,NW,4,,,70,66,,500,0.18,94.0,46.6,
SJ_VALLEY.A,20110914,2359,0.00,,73,52,,,NW,5,,,68,66,,481,0.16,94.5,59.3,
SJ_VALLEY.A,20110915,2359,0.00,,69,48,,,SE,5,,,67,65,,461,0.14,93.8,62.6,
SJ_VALLEY.A,20110916,2359,0.00,,72,48,,,SE,5,,,67,64,,462,0.15,91.8,59.9,
SJ_VALLEY.A,20110917,2359,0.00,,78,47,,,SE,4,,,67,63,,494,0.17,92.2,40.0,
SJ_VALLEY.A,20110918,2359,0.00,,92,47,,,SE,3,,,69,63,,505,0.18,91.7,27.1,
SJ_VALLEY.A,20110919,2359,0.00,,95,51,,,SE,4,,,69,64,,505,0.20,90.9,20.8,
SJ_VALLEY.A,20110920,2359,0.00,,90,52,,,NW,4,,,69,65,,502,0.20,85.9,29.5,
SJ_VALLEY.A,20110921,2359,0.00,,86,50,,,NW,5,,,69,65,,503,0.19,94.5,34.4,
SJ_VALLEY.A,20110922,2359,0.00,,82,50,,,NW,4,,,69,65,,478,0.17,95.4,45.2,
SJ_VALLEY.A,20110923,2359,0.00,,94,49,,,NW,4,,,69,64,,470,0.18,93.5,34.0,
SJ_VALLEY.A,20110924,2359,0.00,,68,56,,,NW,7,,,68,66,,406,0.13,88.4,70.4,
SJ_VALLEY.A,20110925,2359,0.00,,73,58,,,W,5,,,67,65,,369,0.12,88.0,58.1,
SJ_VALLEY.A,20110926,2359,0.00,,81,52,,,SE,4,,,69,65,,470,0.16,89.1,34.0,
SJ_VALLEY.A,20110927,2359,0.00,,89,50,,,SE,3,,,69,64,,462,0.17,84.8,25.6,
SJ_VALLEY.A,20110928,2359,0.00,,95,54,,,SE,4,,,70,65,,455,0.18,89.0,22.7,
SJ_VALLEY.A,20110929,2359,0.00,,68,52,,,NW,7,,,68,65,,425,0.13,95.7,72.5,
SJ_VALLEY.A,20110930,2359,0.00,,69,52,,,W,6,,,67,65,,336,0.11,92.3,61.4,
SJ_VALLEY.A,20111001,2359,0.00,,74,50,,,W,5,,,67,63,,431,0.15,93.7,55.6,
SJ_VALLEY.A,20111002,2359,0.00,,73,50,,,NW,5,,,67,64,,405,0.14,95.8,37.2,
SJ_VALLEY.A,20111003,2359,0.00,,69,46,,,W,4,,,65,62,,262,0.09,94.3,50.8,
SJ_VALLEY.A,20111004,2359,0.00,,67,56,,,W,5,,,64,63,,261,0.08,96.0,62.3,
SJ_VALLEY.A,20111005,2359,0.64,,64,47,,,W,7,,,64,62,,382,0.13,95.0,56.1,
SJ_VALLEY.A,20111006,2359,0.00,,64,43,,,SE,3,,,62,60,,243,0.07,95.4,64.3,
SJ_VALLEY.A,20111007,2359,0.00,,70,41,,,NW,3,,,62,59,,417,0.12,96.7,46.3,
SJ_VALLEY.A,20111008,2359,0.00,,75,43,,,NW,3,,,63,59,,425,0.13,95.2,41.8,
SJ_VALLEY.A,20111009,2359,0.00,,77,49,,,NW,3,,,64,61,,352,0.11,96.6,42.9,
SJ_VALLEY.A,20111010,2359,0.00,,73,49,,,NW,4,,,64,61,,255,0.08,96.1,69.4,
SJ_VALLEY.A,20111011,2359,0.00,,78,60,,,NW,3,,,67,64,,343,0.11,97.8,63.6,
SJ_VALLEY.A,20111012,2359,0.00,,87,53,,,SE,3,,,67,64,,390,0.14,96.9,23.3,
SJ_VALLEY.A,20111013,2359,0.01,,91,57,,,SE,4,,,67,63,,388,0.16,81.6,19.7,
SJ_VALLEY.A,20111014,2359,0.01,,85,52,,,SE,3,,,67,63,,342,0.13,87.0,35.4,
SJ_VALLEY.A,20111015,2359,0.00,,70,53,,,W,6,,,66,64,,346,0.11,95.2,67.5,
SJ_VALLEY.A,20111016,2359,0.00,,74,55,,,NW,4,,,67,63,,370,0.12,91.9,59.8,
SJ_VALLEY.A,20111017,2359,0.02,,89,51,,,SE,3,,,68,63,,385,0.13,96.5,31.0,
SJ_VALLEY.A,20111018,2359,0.04,,69,47,,,NW,5,,,66,63,,375,0.11,96.4,69.2,
SJ_VALLEY.A,20111019,2359,0.01,,72,51,,,NW,4,,,66,63,,323,0.10,93.8,55.6,
SJ_VALLEY.A,20111020,2359,0.00,,70,47,,,NW,3,,,65,62,,316,0.09,96.0,66.7,
SJ_VALLEY.A,20111021,2359,0.00,,82,46,,,SE,3,,,65,62,,317,0.09,97.0,44.9,
SJ_VALLEY.A,20111022,2359,0.02,,89,47,,,SE,3,,,66,62,,371,0.13,95.3,26.7,
SJ_VALLEY.A,20111023,2359,0.02,,90,49,,,SE,3,,,66,62,,361,0.13,89.3,24.8,
SJ_VALLEY.A,20111024,2359,0.03,,66,48,,,W,6,,,64,62,,310,0.09,95.2,73.5,
SJ_VALLEY.A,20111025,2359,0.01,,66,45,,,W,5,,,63,61,,337,0.11,93.4,57.9,
SJ_VALLEY.A,20111026,2359,0.01,,75,40,,,SE,3,,,62,59,,362,0.11,95.1,23.7,
SJ_VALLEY.A,20111027,2359,0.01,,78,35,,,SE,3,,,61,57,,348,0.11,80.0,22.5,
SJ_VALLEY.A,20111028,2359,0.00,,80,40,,,SE,3,,,61,57,,338,0.11,83.9,22.5,
SJ_VALLEY.A,20111029,2359,0.00,,83,41,,,SE,3,,,62,58,,344,0.11,89.2,19.0,
SJ_VALLEY.A,20111030,2359,0.00,,84,43,,,SE,3,,,62,58,,337,0.11,85.1,26.8,
SJ_VALLEY.A,20111031,2359,0.00,,80,45,,,SE,3,,,63,59,,328,0.11,93.0,35.5,
SJ_VALLEY.A,20111101,2359,0.00,,77,44,,,SE,3,,,62,59,,335,0.12,95.4,21.3,
SJ_VALLEY.A,20111102,2359,0.00,,80,38,,,SE,3,,,61,57,,301,0.10,69.7,16.9,
SJ_VALLEY.A,20111103,2359,0.06,,62,38,,,W,6,,,59,56,,286,0.09,91.5,40.3,
SJ_VALLEY.A,20111104,2359,0.19,,57,39,,,W,4,,,57,56,,250,0.06,93.6,57.9,
SJ_VALLEY.A,20111105,2359,0.27,,55,34,,,W,3,,,56,54,,136,0.03,94.4,58.6,
SJ_VALLEY.A,20111106,2359,0.25,,57,43,,,SW,3,,,55,54,,163,0.04,96.0,69.1,
SJ_VALLEY.A,20111107,2359,0.00,,62,38,,,W,3,,,56,54,,288,0.07,93.9,53.4,
SJ_VALLEY.A,20111108,2359,0.00,,64,34,,,SE,3,,,55,53,,300,0.08,95.9,37.7,
SJ_VALLEY.A,20111109,2359,0.00,,68,33,,,SE,3,,,55,52,,288,0.08,95.2,37.0,
SJ_VALLEY.A,20111110,2359,0.00,,73,35,,,SE,3,,,55,52,,253,0.07,93.3,30.4,
SJ_VALLEY.A,20111111,2359,0.11,,63,44,,,SE,4,,,54,53,,53,0.03,92.7,34.7,
SJ_VALLEY.A,20111112,2359,0.19,,58,47,,,SE,1,,,55,54,,77,0.01,95.8,76.9,
SJ_VALLEY.A,20111113,2359,0.00,,67,43,,,SE,2,,,57,54,,267,0.07,96.2,56.8,
SJ_VALLEY.A,20111114,2359,0.00,,64,43,,,SE,3,,,56,54,,237,0.06,97.1,56.0,
SJ_VALLEY.A,20111115,2359,0.00,,70,37,,,SE,2,,,56,53,,278,0.07,96.5,48.4,
SJ_VALLEY.A,20111116,2359,0.00,,72,38,,,SE,3,,,56,53,,278,0.07,95.8,43.3,
SJ_VALLEY.A,20111117,2359,0.00,,65,38,,,SE,3,,,55,53,,227,0.05,96.3,64.7,
SJ_VALLEY.A,20111118,2359,0.08,,60,47,,,W,4,,,56,54,,224,0.06,94.0,60.0,
SJ_VALLEY.A,20111119,2359,0.06,,58,43,,,SE,2,,,55,54,,201,0.04,96.4,52.5,
SJ_VALLEY.A,20111120,2359,0.29,,58,39,,,SE,4,,,54,53,,151,0.03,94.0,69.2,
SJ_VALLEY.A,20111121,2359,0.00,,61,32,,,SE,2,,,53,51,,228,0.05,96.0,60.1,
SJ_VALLEY.A,20111122,2359,0.00,,61,34,,,SE,3,,,53,50,,251,0.06,95.7,63.4,
SJ_VALLEY.A,20111123,2359,0.00,,61,34,,,SE,2,,,52,50,,168,0.03,95.9,61.4,
SJ_VALLEY.A,20111124,2359,0.01,,56,44,,,SE,3,,,53,51,,96,0.02,91.5,80.2,
